"alpha","phi","tau","Aff","Apt","AptNet","AptNet_market","E_apt","Erent","Tax","PV","Density","Q1","Q2","Q3","Q4","Q5","Erent_chg","Erent_chg_perc","AptNet_chg","Aff_chg","Density_chg","Tax_chg","PV_chg"
0,0.25,15,913.477818241699,370292.407130919,244444.415589998,243530.937771756,4073029.16471938,2769.21920231925,381831.404431607,1508584.86435,62.2797124750772,862051.222901651,825482.228542362,748102.604587029,734351.656008723,903039.433600663,55.0434535808599,0.0202799887245493,118229.839138779,464.822162288322,0.0298952815062057,-0.0494316735239303,-0.0313052220017045
0,0.25,17.5,979.972494401276,389873.243815134,254459.649433431,253479.67693903,4083044.39856281,2773.39722251492,379209.384124714,1505059.08824103,62.432853014689,868412.350997161,826625.23826983,744792.205239435,729034.799814617,914177.78516282,59.2214737765298,0.0218193216869089,128245.072982212,531.316838447899,0.0324277067998617,-0.0559591865209813,-0.0335691986501921
0,0.25,2.5,539.555568236121,241722.674376525,174071.467808789,173531.912240553,4002656.21693817,2739.95414240354,396597.557441132,1535074.73670083,61.2036566020181,817814.590345036,809737.711343381,773376.163504148,772178.492828794,829547.239837862,25.7783936651499,0.00949768771500237,47856.89135757,90.899912282744,0.0121009657931379,-0.0126713725328473,-0.0142955053974305
0,0.25,20,1042.45613811493,407526.914772066,263352.086875826,262309.630737711,4091936.8360052,2777.19452870499,376784.197491951,1502060.31976031,62.5688251437157,873090.616502987,828509.819809086,740867.62281778,725065.81782252,924400.939973885,63.0187799665996,0.0232183859117789,137137.510424607,593.800482161553,0.0346762247928916,-0.0619966825785131,-0.0354947723692093
0,0.25,22.5,1100.21371334441,423314.218879139,271200.164131901,270099.950418556,4099784.91326128,2780.5669789387,374550.471821842,1499469.26198752,62.6888282115121,878332.261699701,828858.268175971,737811.886439217,722032.97587851,932747.501988933,66.3912302003096,0.0244609179163029,144985.587680682,651.558057391033,0.0366606686571636,-0.0675575370483095,-0.0371585462763372
0,0.25,25,1153.12201703242,437370.885773308,278102.844101375,276949.722084343,4106687.59323075,2783.55246252452,372508.493362598,1497235.26421688,62.7943754360521,882390.873312767,830923.357157664,733867.538681228,718936.681297294,940567.123702853,69.3767137861296,0.0255608774849518,151888.267650156,704.466361079043,0.0384060618873157,-0.0726410373161651,-0.0385930442788152
0,0.25,27.5,1201.31349046216,449840.56893349,284164.670805993,282963.35731553,4112749.41993537,2786.19411891561,370654.945772363,1495308.68525253,62.8870653749082,885920.781960755,831805.602987443,730955.250211071,716468.641228318,947597.124468837,72.0183701772198,0.0265341587443981,157950.094354774,752.657834508783,0.0399388392055988,-0.0772554394068371,-0.0398301420558577
0,0.25,30,1244.9653417046,460873.61447685,289479.949521627,288234.984179922,4118064.69865101,2788.52705107067,368981.670820093,1493647.22374632,62.968340027445,888665.181591223,832981.529025729,728122.681600053,715143.201858079,953150.085496975,74.3513023322798,0.0273936948876063,163265.373070408,796.309685751223,0.0412828463923245,-0.081421053216108,-0.0408970022126472
0,0.25,5,614.898123877782,271061.054389463,190899.493523452,190284.595399574,4019484.24265283,2746.84415133883,393555.513308648,1528343.23479384,61.4609699088096,828941.831915881,814376.925773212,766829.30504394,762219.680893786,847114.479947064,32.66840260044,0.0120362149045157,64684.917072233,166.242467924405,0.0163560554523809,-0.0202445337933419,-0.0186179475082338
0,0.25,7.5,691.915548234818,298872.792641981,206417.324352085,205725.40880385,4035002.07348146,2753.3039773258,390510.91232475,1522414.91075164,61.6982493397097,837680.909288748,818776.231275896,760729.627228287,754710.089365134,863103.197244451,39.1282285874099,0.014416247218183,80202.747900866,243.259892281441,0.0202798527303512,-0.0278240603290377,-0.0224246518426533
