"alpha","phi","tau","Aff","Apt","AptNet","AptNet_market","E_apt","Erent","Tax","PV","Density","Q1","Q2","Q3","Q4","Q5","Erent_chg","Erent_chg_perc","AptNet_chg","Aff_chg","Density_chg","Tax_chg","PV_chg"
0.2,0.8,22.5,99379.5654825266,493399.646447385,340826.066704675,241446.501222148,4169410.81583405,2782.74114265455,367171.376185328,1466384.05693134,63.7534611953883,913014.504294815,861874.715093564,729122.337922989,711215.687588863,954181.274627747,68.5653939161598,0.0252619580541278,214611.490253456,98930.9098265732,0.0542660885130877,-0.0859277771823014,-0.0584032678192207
0.2,0.8,25,102476.444744385,508722.828292587,349899.917153854,247423.472409469,4178484.66628323,2784.92692527801,365018.663859357,1463324.23822677,63.8922072672092,918538.67820235,863560.88566099,725607.728498195,710104.478940946,960667.432891556,70.7511765396198,0.0260672790155563,223685.340702635,102027.789088432,0.0565604781147264,-0.0912869491344586,-0.0603680431996335
0.2,0.8,27.5,105202.429280153,522207.470462669,357848.525267096,252646.095986943,4186433.27439647,2786.83675759385,363085.669426892,1460696.11622546,64.013747528241,922757.147771135,865904.084352992,721487.731903836,708241.886845608,968034.84132754,72.6610088554598,0.0267709299551564,231633.948815877,104753.7736242,0.0585703419431725,-0.0960991339401872,-0.0620556168448246
0.2,0.8,30,107597.170322344,534050.646537728,364800.822473472,257203.652151128,4193385.57160285,2788.51142019753,361359.248078701,1458442.28550114,64.1200534380549,926752.348373272,867514.106518416,718438.995401153,706577.481216061,974095.056406555,74.3356714591396,0.0273879359115534,238586.246022253,107148.514666391,0.0603282812553902,-0.100397055569199,-0.0635028500132959
0.2,0.8,5,64310.0050058931,319656.917799652,234437.869624231,170127.864618338,4063022.61875361,2754.76945784378,388408.240223827,1506309.19768775,62.1267047797199,851729.41742671,831549.564215271,769451.509662866,747237.920685429,863051.946349726,40.5937091053897,0.0149561829679816,108223.293173012,63861.3493499397,0.0273650530061034,-0.0330586572660748,-0.0327664764954224
0.2,0.8,7.5,70908.0707044294,352373.035642668,255014.232314587,184106.161610157,4083598.98144397,2760.67054869074,384861.120283917,1498092.31905723,62.441333008567,864578.738689074,836573.875991653,762690.243742077,738404.751120825,881349.103731608,46.4947999523497,0.0171303571531658,128799.655863368,70459.415048476,0.0325679371467125,-0.0418892034860993,-0.0380427109379973
0.2,0.85,0,50527.3262922389,251265.373099223,191042.415893072,140515.089600833,4019627.16502245,2742.31847091889,395249.607910617,1524268.29205727,61.4631553004988,827565.921435958,817739.658098942,780020.108951431,766638.955433681,827660.279747432,28.1427221804997,0.0103687914069608,64827.839441853,50078.6706362855,0.016392194421228,-0.0160270895182096,-0.021234555856123
0.2,0.85,10,77910.9657971053,387080.414433425,277904.451529089,199993.485731984,4106489.20065847,2767.65824235067,380948.378078095,1488742.01644156,62.7913418627926,877124.907906958,844268.675987693,755472.440666642,729028.418584912,900592.483503558,53.48249361228,0.0197048749098654,151689.87507787,77462.3101411519,0.0383558968711024,-0.0516299654227899,-0.0440467412915737
0.2,0.85,12.5,83488.3613614839,414716.856319603,295017.890923155,211529.529561671,4123602.64005253,2772.21858774698,377655.816206626,1482366.83470265,63.0530193617298,887170.58064646,850102.024628169,746374.620699575,725444.872123607,914508.262174144,58.0428390085899,0.0213850702319367,168803.314471936,83039.7057055305,0.0426831554713991,-0.0598267899680108,-0.0481403825610908
0.2,0.85,15,88493.1965619889,439508.569030213,310224.109704599,221730.91314261,4138808.85883398,2776.05916460225,374553.766564932,1476763.83211873,63.2855340075233,894747.857900245,855391.566438807,740997.984473423,720006.908041341,927662.257308173,61.8834158638597,0.0228000769267149,184009.53325338,88044.5409060355,0.0465281593589755,-0.0675493347936262,-0.0517381909923008
0.2,0.85,17.5,92968.59642631,461671.257037041,323709.35570381,230740.759277501,4152294.10483319,2779.37589440821,371682.146279535,1471917.59005788,63.4917336710959,902170.483430903,858335.514158867,736559.468870814,716529.802513011,938696.546987818,65.2001456698199,0.0240220795208734,197494.779252591,92519.9407703566,0.0499380026630301,-0.0746982263129813,-0.0548500672202809
0.2,0.85,2.5,58024.4913626411,288470.988061202,215363.473833127,157338.982470486,4043948.22296251,2749.90928831812,391653.06986163,1513873.68164668,61.8350427666423,839715.003358779,827440.645193489,773715.335962987,755234.300601607,847840.686573569,35.7335395797299,0.013165521649193,89148.897381908,57575.8357066877,0.0225419522060888,-0.0249806619972001,-0.0279091586988366
0.2,0.85,20,96948.5058048738,481374.750396396,335612.786578971,238664.280774098,4164197.53570835,2782.24606044696,369049.675997514,1467740.43371281,63.6737461788367,909982.217649807,860798.571910966,732091.067818562,711817.000629772,949506.385264996,68.07031170857,0.0250795519561364,209398.210127752,96499.8501489204,0.0529478724175247,-0.081251754496981,-0.0575323091239175
0.2,0.85,22.5,100471.667538537,498812.322157387,346086.000791002,245614.333252465,4174670.74992038,2784.7413022062,366656.777147915,1464148.81231449,63.8338895864669,916071.221824294,863198.491996009,728342.429600457,709407.928383863,957648.382611646,70.5655534678099,0.0259988887973117,219871.424339783,100023.011882584,0.0555961014045911,-0.087208870199069,-0.059838566448459
0.2,0.85,25,103580.686951858,514196.212361874,355282.026447123,251701.339495266,4183866.7755765,2786.91750764526,364496.684247566,1461064.03787943,63.9745038100864,921070.878412875,865662.347228593,723762.864386456,708403.385427152,964959.72144464,72.7417589068696,0.0268006811794268,229067.449995904,103132.031295905,0.057921383902906,-0.0925864160726834,-0.0618193664400013
0.2,0.85,27.5,106317.080369344,527732.923979231,363340.516618608,257023.436249264,4191925.26574799,2788.82122882875,362558.693072538,1458417.56449797,64.0977242513272,925250.75228506,867989.127902815,720421.856413037,706409.888794197,971846.059446442,74.6454800903598,0.0275020805579951,237125.940167389,105868.424713391,0.0599590322152646,-0.097411040256527,-0.063518723900966
0.2,0.85,30,108720.940080615,539621.704866522,370392.167586346,261671.22750573,4198976.91671572,2790.49179786219,360828.665343835,1456149.36832316,64.2055493556867,929058.75399389,869126.290896305,718007.669497418,704574.468676297,978202.150777784,76.3160491238,0.0281175782958321,244177.591135127,108272.284424662,0.0617420938543529,-0.101717939960805,-0.0649751814340733
0.2,0.85,5,65176.2267996099,323946.712317902,238157.108375227,172980.881575617,4066741.85750461,2756.78044979773,388052.006967622,1504578.13497257,62.1835747677977,854436.241974099,831607.010976734,769449.766575769,745647.651136752,865598.926372418,42.6047010593397,0.0156971047579153,111942.531924008,64727.5711436565,0.0283054897880501,-0.0339454990665549,-0.033878029085011
0.2,0.85,7.5,71807.8641850392,356829.314677416,258977.497350041,187169.633165002,4087562.24647942,2762.57232641456,384440.357537463,1496144.06751455,62.5019343440567,866180.986801283,838447.266840662,762079.237759258,736340.25997101,884512.227671314,48.3965776761697,0.0178310404912672,132762.920898822,71359.2085290858,0.0335700777635111,-0.0429366912911834,-0.0392937251435749
0.2,0.9,0,51172.3902250127,254458.784744328,193780.186151407,142607.795926394,4022364.93528079,2744.02835246236,394992.649439368,1522941.46941966,61.5050178891561,828964.329220385,819063.416428833,779381.207200256,765714.474661787,829239.2667132,29.8526037239699,0.0109987732879295,67565.609700188,50723.7345690593,0.0170844597001829,-0.0166667869898008,-0.0220865372001996
0.2,0.9,10,78805.231849361,391509.39219147,281979.560152769,203174.328303408,4110564.30928215,2769.65613191263,380576.031594433,1486998.21624923,62.8536533717761,879147.752852467,845581.631942929,754694.923003383,727121.125635749,904016.602459675,55.4803831742397,0.0204409693071748,155764.98370155,78356.5761934076,0.0393863179590501,-0.0525569210627291,-0.045166472889113
0.2,0.9,12.5,84393.3476306471,419199.490234366,299249.563038119,214856.215407472,4127834.3121675,2774.09776537744,377239.930530608,1480477.29008656,63.1177248455234,888601.453996122,852249.10905656,745086.488844263,724366.443249971,917528.538004701,59.9220166390496,0.0220774268825086,173034.9865869,83944.6919746937,0.0437531647858009,-0.0608621363184408,-0.0493536997868274
0.2,0.9,15,89421.6012709806,444107.782558577,314644.888852814,225223.287581833,4143229.63798219,2777.9286293488,374119.491663167,1474819.50988215,63.3531310816252,896480.290680608,856843.516121121,740522.382215109,718501.150482336,930880.014538271,63.7528806104096,0.0234888550013916,188430.312401595,88972.9456150272,0.0476459857729787,-0.0686304610755668,-0.0529866821059464
0.2,0.9,17.5,93916.4860327687,466367.64000282,328299.243140911,234382.757108142,4156883.99227029,2781.23708437571,371233.52599826,1469928.63580588,63.5619165395005,904718.023556825,860077.875477166,735819.866293483,714433.711348166,941832.227471609,67.0613356373196,0.0247078088692272,202084.666689692,93467.8303768153,0.0510985893475204,-0.0758150653813382,-0.0561272175106757
0.2,0.9,2.5,58763.2623673114,292128.69812202,218543.481286647,159780.218919336,4047128.23041603,2751.82143910253,391376.854808362,1512462.73331217,61.8836674982277,840932.648372102,828094.221219168,774542.46016852,753088.050142655,850468.59954147,37.6456903641397,0.0138700267960312,92328.904835428,58314.606711358,0.0233460404016523,-0.0256682986815719,-0.0288151589617082
0.2,0.9,20,97911.4129477309,486146.103078974,340349.93557759,242438.522629859,4168934.68470697,2784.10126027087,368590.677077108,1465717.55593079,63.7461807884735,911987.858860519,862913.5360415,730974.921763573,710593.008909779,952463.067400439,69.92551153248,0.0257630743200705,214135.359126371,97462.7572917775,0.0541456952673418,-0.0823944311615002,-0.0588312424423397
0.2,0.9,22.5,101446.710470794,503644.190931277,350951.840601602,249505.130130808,4179536.58973098,2786.59154894807,366190.241371013,1462100.38379056,63.9082919764568,918328.041857064,864858.51374104,727122.230001611,708755.249503948,960464.979354643,72.4158002096797,0.0266805862676138,224737.264150383,100998.054814841,0.0568264646695797,-0.0883703098489874,-0.0611539064476367
0.2,0.9,25,104565.978063422,519079.151274509,360260.408766437,255694.430703016,4188845.15789582,2788.76443227906,364025.078954455,1458997.90406616,64.0506270605958,922900.950891004,867813.509519766,722752.199679521,706613.671295964,968757.248587688,74.58868354067,0.0274811546655889,234045.832315218,104117.322407469,0.0591802043662137,-0.0937604762705267,-0.0631460753861517
0.2,0.9,27.5,107310.496217997,532656.368211417,368415.282121363,261104.785903366,4197000.03125074,2790.66735873149,362084.043167531,1456340.14855631,64.1753212739873,927614.061143453,870002.941891442,719069.964481313,704666.816250615,975638.667312387,76.4916099930997,0.0281822612366405,242200.705670144,106861.840562044,0.0612422238730381,-0.0985926800080718,-0.0648526773443368
0.2,0.9,30,109721.471182971,544580.668852801,375551.37561238,265829.904429408,4204136.12474176,2792.34117180096,360352.610779326,1454066.45273842,64.2844375687257,931072.840493934,871487.518190185,716333.161879987,703067.397808816,982167.624260897,78.16542306257,0.028798954194069,249336.799161161,109272.815527018,0.0630466374231409,-0.102903076608667,-0.0663126663165152
0.2,0.9,5,65964.556221865,327850.045352272,241636.176790957,175671.620569092,4070220.92592034,2758.65173726613,387720.097032214,1502964.34044827,62.2367723688583,856591.166803507,832403.831511647,768934.898957513,744124.990983564,868163.778141418,44.4759885277399,0.0163865543889019,115421.600339738,65515.9005659116,0.0291851977401651,-0.0347717880207365,-0.034914281247812
0.2,0.9,7.5,72639.2940057335,360946.402489452,262723.916858757,190084.622853024,4091308.66598814,2764.43506620512,384070.913398009,1494405.07856135,62.5592199465845,867881.086495431,839361.315867545,761569.456562793,734885.995155056,887608.544407784,50.25931746673,0.018517340850198,136509.340407538,72190.6383497801,0.034517387399297,-0.0438564215524748,-0.0404103673410209
0.2,0.95,0,51760.4610897164,257369.336159559,196331.933503095,144571.472413378,4024916.68263247,2745.62489063746,394750.716926851,1521702.9949282,61.5440360461457,830306.155627968,819571.880115061,779214.015440605,764498.580546528,831323.810137517,31.4491418990697,0.0115869953939747,70117.357051876,51311.805433763,0.017729687723558,-0.0172690773747045,-0.0228817883000297
0.2,0.95,10,79591.7596836132,395404.243167164,285698.561670399,206106.801986785,4114283.31079978,2771.39355074896,380215.770914789,1485320.34779905,62.9105197323754,881047.356388649,846605.296299249,753593.11146526,726800.551586419,906234.721594939,57.2178020105698,0.0210810969176061,159483.98521918,79143.1040276598,0.0403266947548018,-0.0534537891237891,-0.0462438682973971
0.2,0.95,12.5,85203.9763714199,423214.230851779,303161.710132835,217957.733761416,4131746.45926221,2775.83006316933,376860.141175604,1478740.46240042,63.1775445488365,890304.454331758,853771.870175246,744415.122530812,722735.790803351,920516.943031533,61.6543144309398,0.0227156677159164,176947.133681616,84755.3207154665,0.044742379856566,-0.0618076209679734,-0.0504689541882239
0.2,0.95,15,90252.2391240343,448222.283073873,318735.416289911,228483.177165877,4147320.16541929,2779.65298180535,373723.422147033,1473030.15237894,63.4156783559881,898383.350200884,858257.825112532,739868.35146998,717270.811033344,933537.544404777,65.4772330669598,0.0241241684873925,192520.839838692,89803.5834680809,0.048680305620926,-0.0696164751455205,-0.0541356670323452
0.2,0.95,17.5,94761.6785931391,470554.53858122,332537.394384102,237775.715790963,4161122.14351348,2782.95120699702,370825.330442834,1468102.23573114,63.6267210940906,906815.647285616,862136.066583307,734593.970889241,712332.973239556,945241.198159005,68.7754582586299,0.0253393533158632,206322.817932883,94313.0229371857,0.0521702369569914,-0.0768312671957853,-0.057299988268719
0.2,0.95,2.5,59421.1394541836,295384.979787424,221456.748366445,162035.608912261,4050041.49749582,2753.50658125898,391100.755364839,1511092.06226671,61.9282135667078,842362.769288631,829547.135433466,774104.919627021,751732.72391776,852291.698557745,39.3308325205899,0.0144908937967159,95242.171915226,58972.4837982302,0.0240826813383885,-0.026355647555773,-0.029695296311265
0.2,0.95,20,98768.6164478234,490392.744252644,344718.472311984,245949.855864161,4173303.22144136,2785.81045246926,368174.44043035,1463866.06825908,63.8129790363504,914341.227646045,864549.728166238,730035.96636719,709480.515761238,954893.492507562,71.6347037308697,0.0263928022215094,218503.895860765,98319.96079187,0.0552503118040484,-0.0834306512527098,-0.0600201224858145
0.2,0.95,22.5,102314.196509053,507942.140909636,355437.632905816,253123.436396764,4184022.38203519,2788.29945872944,365768.788489036,1460231.13268271,63.9768831511406,920393.770074022,866730.663646799,725477.851706243,707104.771954013,964307.750114895,74.12370999105,0.0273098416804822,229223.056454597,101865.5408531,0.0579607301366543,-0.0894195157447303,-0.0623541927753947
0.2,0.95,25,105442.089831207,523420.238411072,364849.513497112,259407.423665905,4193434.26262649,2790.47464138625,363600.468173026,1457116.86943394,64.120797960824,925268.465259948,869389.977121747,721821.308017166,704802.259060254,972144.675988304,76.2988926478597,0.0281112572328175,238634.937045893,104993.434175254,0.0603405931376455,-0.0948175437490582,-0.0643539281682692
0.2,0.95,27.5,108195.215492645,537040.512208337,373100.631554281,264905.416061636,4201685.38068366,2792.38607587546,361658.095339878,1454453.30074948,64.2469638288835,929413.071723091,870814.203419853,718877.725507557,703413.204541734,979159.596072271,78.2103271370697,0.0288154984707323,246886.055103062,107746.559836692,0.0624269488229514,-0.0996530760598343,-0.0660642628908623
0.2,0.95,30,110613.519813596,549001.483244178,380320.973167136,269707.45335354,4208905.72229651,2794.07019759253,359927.034371031,1452178.40624436,64.3573683414551,933570.884791157,875248.957252287,712774.086249229,701602.765156609,985701.447448898,79.8944488541397,0.0294359895048346,254106.396715917,110164.864157643,0.0642526651282409,-0.103962548012867,-0.0675250215658848
0.2,0.95,5,66677.8500336268,331381.115091294,244864.444735693,178186.594702066,4073449.19386507,2760.38513357073,387412.562884145,1501473.97427755,62.2861350400447,858111.387156513,833571.422338807,768543.782483907,742248.30911226,870972.033579937,46.2093848323398,0.0170251999539157,118649.868284474,66229.1943776734,0.030001488954704,-0.0355373935132951,-0.0358712774109042
0.2,0.95,7.5,73389.8155655808,364662.403865732,266206.114787793,192816.299222212,4094790.86391717,2766.14881326864,383728.771554559,1492788.38968312,62.6124654002827,869726.082295398,840788.847449934,760742.370486453,733750.055004745,889781.242183015,51.9730645302498,0.0191487469278318,139991.538336574,72941.1599096274,0.035397886671791,-0.04470818281614,-0.0414484780307129
0.2,1,0,52290.8776001892,259993.586678757,198681.132782529,146390.25518234,4027265.88191191,2747.10906884202,394522.193756112,1520558.35111422,61.579957089122,831247.253848209,820775.877552608,779104.855542123,762972.159247999,833163.49519656,32.9333201036297,0.0121338200442391,72466.55633131,51842.2219442358,0.0183236999820904,-0.017837985236785,-0.0236167887043645
0.2,1,10,80298.5678358666,398904.173721033,289150.0264948,208851.458658933,4117734.77562418,2772.99241240817,379885.141272621,1483768.23754883,62.9632952535387,882344.087606492,847748.965175872,753034.096120269,726356.336453027,908249.017789639,58.8166636697797,0.0216701750787947,162935.450043581,79849.9121799132,0.0411994229365009,-0.0542768907911515,-0.0472405116615168
0.2,1,12.5,85930.1896620813,426810.557790012,306787.559647181,220857.369985099,4135372.30877656,2777.42562207209,376513.054679012,1477137.11318143,63.2329865444862,891878.435073761,855345.147918912,744499.819751317,720504.601619663,923142.025944016,63.2498733336997,0.0233035290227981,180572.983195962,85481.5340061279,0.0456592024854399,-0.0626716919332704,-0.0514984991958974
0.2,1,15,90993.0338955018,451890.96623586,322509.050750634,231516.016855133,4151093.79988001,2781.24224902747,373363.743383084,1471390.44819868,63.4733800958223,900333.666794922,859088.282039479,739790.700220623,715539.482774064,936339.385451589,67.0665002890796,0.0247097117127562,196294.474299415,90544.3782395484,0.0496344967568232,-0.0705118945289127,-0.0551885563423306
0.2,1,17.5,95514.8986431026,474285.181694866,336448.652622434,240933.753979332,4165033.40175181,2784.53688147786,370456.53355234,1466433.53159811,63.6865272061138,909186.678771325,862664.684313939,734072.878758006,711013.253206717,948093.619971037,70.3611327394697,0.0259235728460749,210234.076171215,95066.2429871492,0.0531592272739037,-0.0777493861324094,-0.0583714990719159
0.2,1,2.5,60018.1268736131,298339.339635777,224165.219822832,164147.092949219,4052749.96895221,2755.06873714422,390844.863052966,1509822.58485889,61.9696281544087,843478.823299745,830357.644000878,774651.157685756,749899.011308112,854361.082269344,40.8929884058298,0.0150664482301257,97950.643371613,59569.4712176597,0.0247675382004968,-0.0269926908262638,-0.0305104550502941
0.2,1,20,99532.1012304078,494174.71742071,348753.32816364,249221.226933232,4177338.07729302,2787.39310979717,367798.982395041,1462174.70402983,63.8746750498472,916476.021855952,865002.432879888,729939.243713995,708732.405900937,957180.402205913,73.2173610587797,0.0269759101240268,222538.751712421,99083.4455744544,0.0562705546835176,-0.0843653530926932,-0.0611061838240167
0.2,1,22.5,103085.251415032,511762.042040374,359575.118336951,256489.866921919,4188159.86746633,2789.87723607061,365389.033867349,1458525.24834885,64.0401484489325,921914.956378995,868237.397898076,724887.789503639,705637.756826582,967474.393063363,75.7014873322196,0.0278911516203058,233360.541885732,102636.595759079,0.0590069236576189,-0.0903649139257572,-0.0634495777849687
0.2,1,25,106220.557359463,527277.224294362,369078.567540583,262858.010181119,4197663.31666996,2792.05544233615,363219.255733958,1455406.81912022,64.1854634123141,927188.998146321,870745.261787095,720856.529291223,703659.80436354,975205.14665427,77.8796935977598,0.0286936811788847,242863.991089364,105771.90170351,0.0614099404534791,-0.0957665711628095,-0.0654519882430856
0.2,1,27.5,108980.919945121,540933.694448739,377412.836541546,268431.916596425,4205997.58567092,2793.97464381347,361277.039783991,1452744.19357916,64.3129007215203,931369.468822464,872912.737840725,717461.747305604,702024.266349124,982221.786602269,79.7988950750796,0.0294007840546699,251198.260090327,108532.264289168,0.0635173214644598,-0.100601712913299,-0.0671617173530227
0.2,1,30,111406.300621307,552930.038843089,384709.22003782,273302.919416513,4213293.9691672,2795.67167530441,359547.51529793,1450474.17171695,64.4244679723006,935303.151283419,876684.121073098,711800.323764311,700675.964473889,988822.827874317,81.49592656602,0.0300260315139509,258494.643586601,110957.644965354,0.0653622655173924,-0.104907359796278,-0.0686193471992642
0.2,1,5,67295.5209647906,334438.022662518,247766.151578742,180470.630613952,4076350.90070812,2761.82859514924,387098.541812077,1499999.85100822,62.3305043437161,859694.935064379,834862.488916283,767766.008974991,740797.709956628,873227.498920749,47.6528464108496,0.0175570231341871,121551.575127523,66846.8653088372,0.0307352068008353,-0.0363191481869273,-0.0368178436577695
0.2,1,7.5,74062.1146958097,367990.5809638,269416.472066164,195354.357370354,4098001.22119554,2767.72004693933,383412.648775079,1491298.58997362,62.6615542037637,871946.024688364,841280.396368734,760489.77316609,732225.482507043,892057.278303908,53.5442982009399,0.0197276459440139,143201.895614945,73613.4590398563,0.0362096490430464,-0.0454951696851185,-0.042405110456876
0.25,0,0,36698.2757790761,146360.273417461,114977.315662182,78279.0398831061,3943562.06479156,2696.64832521062,401433.13108714,1561735.12987656,60.3000620889887,785369.573289186,788634.43336951,800170.75684417,800099.361150061,769287.649726863,-17.5274235277702,-0.00645773345219713,-11237.260789037,36249.6201231227,-0.00284142376487884,-0.000633224033564028,0.00282370629493833
0.25,0,10,55082.8190680054,219536.239709289,157593.494964509,102510.675896504,3986178.24409389,2707.88416119505,392863.413508253,1544799.92469042,60.9516958697446,811605.209098409,801900.995874322,784893.320870432,787684.414351798,800091.943679624,-6.29158754334003,-0.0023180472179315,31378.91851329,54634.163412052,0.00793438956822068,-0.0219675145156721,-0.00805075308472147
0.25,0,12.5,59005.8395864855,235136.407459361,166078.949285444,107073.109698959,3994663.69841482,2710.22537560517,390818.422944088,1541631.44612827,61.0814449174327,816294.358017367,805057.902476571,780418.873224068,787277.997805832,805612.197629072,-3.95037313322018,-0.00145545959396931,39864.372834225,58557.1839305321,0.0100799988956142,-0.027058513411196,-0.0100853012960194
0.25,0,15,62613.2527171685,249477.011862949,173720.35156107,111107.098843902,4002305.10069045,2712.36208559028,388872.22084452,1538840.21139241,61.1982877676521,820041.635177998,807813.705693273,776619.560099553,787441.922781058,810385.899792324,-1.81366314811021,-0.000668218758108519,47505.775109851,62164.5970612151,0.012012183476056,-0.0319035786711488,-0.0118776131352077
0.25,0,17.5,65895.2891659963,262520.306031778,180543.417999209,114648.128833213,4009128.16712859,2714.25167149163,387026.815732026,1536346.12706794,61.3026176407712,825592.969603884,808942.803467046,773611.308947079,784682.40923037,816296.290751054,0.0759227532398654,0.000027972673941612,54328.84154799,65446.6335100429,0.0137374458412043,-0.0364977100838467,-0.01347911830611
0.25,0,2.5,41595.4881228907,165863.497062454,126840.091797304,85244.6036744134,3955424.84092668,2699.69154773664,399313.376804625,1556854.55889438,60.4814529548462,792511.064880478,792552.488008903,795710.83661235,796729.66007369,777918.466738672,-14.4842010017501,-0.00533650078057124,625.515346084998,41146.8324669373,0.000158166140577398,-0.00591034701895676,-0.000310213271545567
0.25,0,20,68866.4916664299,274324.83252653,186603.105872858,117736.614206428,4015187.85500224,2715.98099542695,385314.702386057,1534205.2086324,61.3952748752758,829233.114348413,810410.679240559,772332.320379347,781734.87350756,821474.476396101,1.80524668855969,0.000665117831591733,60388.529421639,68417.8360104765,0.0152696823403995,-0.0407600119771071,-0.0148538480661898
0.25,0,22.5,71544.4017875618,284961.410227097,191980.434608917,120436.032821355,4020565.1837383,2717.54124768195,383732.653043496,1532339.02467357,61.4774983197988,832411.193355063,811975.243269805,769718.760190696,780093.099208225,826364.491427352,3.36549894355994,0.00123997089912997,65765.858157698,71095.7461316084,0.0166293793296448,-0.0446985198591379,-0.0160521649116142
0.25,0,25,73948.5179786631,294508.258980144,196741.172543151,122792.654564488,4025325.92167253,2718.94620346458,382280.853348558,1530714.33591133,61.5502936221947,835595.388807835,812702.694486033,767550.655821591,779309.810013885,830164.971707655,4.77045472618966,0.00175760715878726,70526.596091932,73499.8623227097,0.0178331668147484,-0.0483127715691302,-0.0170954124988373
0.25,0,27.5,76097.3135061428,303039.29066384,200939.263900542,124841.950394399,4029524.01302992,2720.20998109045,380957.454865385,1529305.26581944,61.6144856306751,837959.153134824,813556.313312245,766163.732712651,777504.918012953,834337.491101844,6.03423235205992,0.00222322830600219,74724.687449323,75648.6578501894,0.0188946849884366,-0.0516073687835299,-0.018000206701738
0.25,0,30,78012.0305787953,310639.37938102,204635.222974512,126623.192395717,4033219.97210389,2721.34333365631,379757.467007835,1528083.19725896,61.6709996547927,840191.708664211,814307.194757052,765071.676543072,775745.542372027,837901.441606903,7.16758491791961,0.00264079616850577,78420.646523293,77563.3749228419,0.0198292353333975,-0.0545947355540577,-0.0187849232005362
0.25,0,5,46336.3839527831,184736.773908824,137948.246548107,91611.8625953236,3966532.99567749,2702.56686060508,397142.137867545,1552365.1334581,60.6513050860318,799025.821119375,796889.381934014,791377.015271813,793241.190025908,785997.249497049,-11.6088881333103,-0.00427713206807123,11733.670096888,45887.7282968297,0.00296694449728263,-0.0113156409231396,-0.00319296987285278
0.25,0,7.5,50852.4420957612,202708.029896032,148221.19671395,97368.7546181885,3976805.94584333,2705.33908706671,394985.789143344,1548381.13505326,60.8083863041438,805247.744711858,800000.824076636,788406.987485818,790079.589077601,793068.450546521,-8.8366616716803,-0.0032557440968175,22006.620262731,50403.7864398078,0.00556453525224221,-0.0166838656795969,-0.005751180909913
0.25,0.05,0,38690.9954938198,154320.646887104,120425.003534143,81734.0080403234,3949009.75266352,2699.21109791776,401023.05582872,1558969.34163213,60.3833613781906,788501.783427876,791062.163733851,797674.911606028,798260.089123395,773510.515549015,-14.9646508206301,-0.00551351578009862,-5789.572917076,38242.3398378664,-0.00146393595235583,-0.00165410536391408,0.00104773419503079
0.25,0.05,10,58408.9584119341,232812.217464779,166401.750968708,107992.792556774,3994986.50009809,2711.42616793143,391984.892232641,1540577.38433028,61.0863808005819,816079.797565454,805955.942521108,780937.494447941,786173.519082388,805837.38736519,-2.74958080696024,-0.00101304449729844,40187.174517489,57960.3027559807,0.0101616216675153,-0.0241545910343656,-0.010762137040252
0.25,0.05,12.5,62601.4226725475,249484.391275678,175533.536899402,112932.114226855,4004118.28602878,2713.89641048541,389813.428241326,1537097.05131027,61.2260127499609,821651.684422141,808650.803327107,776101.951347609,785801.860630542,811909.618894345,-0.279338252980324,-0.00010291826279496,49318.960448183,62152.7670165941,0.012470660680348,-0.0295604452105038,-0.0129969337042309
0.25,0.05,15,66456.6658140134,264810.411831072,183754.404644683,117297.738830669,4012339.15377406,2716.18189271998,387755.847745098,1534063.62974812,61.3517160677536,827129.470636435,810154.599820824,774600.840234463,781708.390547844,818743.477460305,2.00614398158996,0.000739135622489506,57539.828193464,66008.01015806,0.0145493673525436,-0.0346827867104147,-0.014944758911922
0.25,0.05,17.5,69968.1573689162,278765.562805209,191098.42576093,121130.268392014,4019683.17489031,2718.25944388838,385819.402755131,1531409.87512485,61.4640117339602,831051.908788369,813133.716644564,771102.075089262,779034.923678655,825358.168868812,4.08369514998958,0.00150458022178102,64883.849309711,69519.5017129628,0.0164063569268942,-0.0395035616704156,-0.0166487918148095
0.25,0.05,2.5,43947.7822768639,175259.070790763,133213.10449497,89265.3222181067,3961797.85362435,2702.52950464245,398784.249951429,1553646.89354656,60.5789011641173,795822.63481592,795886.137085055,793219.815145255,794844.363085437,782022.580036735,-11.6462440959403,-0.00429089534874583,6998.52804375099,43499.1266209105,0.001769629118344,-0.00722760699678582,-0.00236992416049053
0.25,0.05,20,73147.6360888453,291397.697441086,197634.524032597,124486.887943752,4026219.27316198,2720.13909455316,384014.939660225,1529093.49456394,61.5639536456446,835450.874507879,814197.606271655,768185.894768661,777829.044567927,830553.465362627,5.96334581476958,0.00219711115521593,71419.947581378,72698.9804328919,0.0180590572875401,-0.0439957680327131,-0.0181361895782606
0.25,0.05,22.5,76011.1727683251,302771.638883972,203430.638555272,127419.465786947,4032015.38768465,2721.83421841078,382348.225996476,1527076.01535335,61.6525806432294,839053.29882188,815121.197206345,765942.066494563,776535.973017507,835360.459368899,7.65846967238986,0.00282165577374638,77216.062104053,75562.5171123717,0.0195246473328243,-0.048145047530619,-0.019431656357891
0.25,0.05,25,78579.5324779036,312970.705821694,208556.680570851,129977.148092948,4037141.42970023,2723.35850986085,380820.089778121,1525321.37253789,61.7309617227539,841464.247183309,816751.671013928,764679.710804162,774571.253938915,839672.149563908,9.18276112245985,0.00338325958690344,82342.104119632,78130.8768219502,0.0208208046327469,-0.051949338824761,-0.0205583502368732
